id,timestamp,dayoftheweek,value
A4QJUH2060,1540173782,4,98
V2FDN456R9,1540173780,4,42
7B55ZP4AMH,1540173783,4,23
TXJE6WDKRU,1540173783,4,29
43Q2S9ZTNH,1540173780,4,28
3P3EEC963F,1540173781,4,25
1HTB15BF7S,1540173783,4,39
H78H8ET93Z,1540173782,4,21
U908LT7CNW,1540173784,4,20
D1L6Y4UWB7,1540173783,4,28
L74L3988H1,1540173784,4,27
N0BOUUOZBA,1540173780,4,34
47T1UUQRYQ,1540173781,4,94
609H9A8L4H,1540173780,4,29
704R1T9IB7,1540173784,4,38
25DIKBGJKT,1540173784,4,19
UK6D4RQ85F,1540173781,4,37
PIZY3BTWRV,1540173783,4,35
8J7L74C9N0,1540173783,4,27
77CK62NV0Y,1540173783,4,38
8N66IZ5J4I,1540173782,4,33
Y3R23R949S,1540173782,4,31
8BMJ9WQ779,1540173780,4,25
Y59XCOTAI1,1540173784,4,27
68V95C7Y4J,1540173783,4,43
78M8Y1O005,1540173781,4,35
9I60985J72,1540173783,4,31
VWV7992WO4,1540173782,4,30
RN4G9TQ244,1540173780,4,15
7W1TR8KTCU,1540173783,4,31
K3V20TCXR5,1540173781,4,40
5WYZMN8HZ5,1540173783,4,97
68F3EC0578,1540173781,4,42
EYDN928H0F,1540173783,4,20
40O3PU5OUC,1540173781,4,35
RECE9K21F5,1540174080,4,95
Y0N0YOQ887,1540174081,4,53
S5PIBIH17G,1540174080,4,24
Q12O4W7G2T,1540174083,4,25
12BVT60R9X,1540174082,4,37
A4QJUH2060,1540174081,4,28
V2FDN456R9,1540174081,4,22
7B55ZP4AMH,1540174080,4,37
TXJE6WDKRU,1540174080,4,19
43Q2S9ZTNH,1540174081,4,96
3P3EEC963F,1540174084,4,47
1HTB15BF7S,1540174082,4,49
H78H8ET93Z,1540174084,4,32
U908LT7CNW,1540174081,4,33
D1L6Y4UWB7,1540174084,4,44
L74L3988H1,1540174083,4,44
N0BOUUOZBA,1540174081,4,98
47T1UUQRYQ,1540174080,4,28
609H9A8L4H,1540174081,4,25
704R1T9IB7,1540174083,4,28
25DIKBGJKT,1540174082,4,36
UK6D4RQ85F,1540174082,4,19
PIZY3BTWRV,1540174082,4,19
8J7L74C9N0,1540174081,4,16
77CK62NV0Y,1540174084,4,94
8N66IZ5J4I,1540174084,4,43
Y3R23R949S,1540174080,4,24
8BMJ9WQ779,1540174080,4,36
Y59XCOTAI1,1540174083,4,42
68V95C7Y4J,1540174083,4,26
78M8Y1O005,1540174084,4,36
9I60985J72,1540174080,4,24
VWV7992WO4,1540174083,4,24
RN4G9TQ244,1540174081,4,36
7W1TR8KTCU,1540174082,4,27
K3V20TCXR5,1540174080,4,36
5WYZMN8HZ5,1540174081,4,36
68F3EC0578,1540174082,4,37
EYDN928H0F,1540174082,4,26
40O3PU5OUC,1540174081,4,31
RECE9K21F5,1540174382,4,95
Y0N0YOQ887,1540174383,4,29
S5PIBIH17G,1540174383,4,27
Q12O4W7G2T,1540174381,4,24
12BVT60R9X,1540174384,4,33
A4QJUH2060,1540174383,4,36
V2FDN456R9,1540174381,4,45
7B55ZP4AMH,1540174380,4,38
TXJE6WDKRU,1540174380,4,17
43Q2S9ZTNH,1540174380,4,42
3P3EEC963F,1540174380,4,35
1HTB15BF7S,1540174380,4,33
H78H8ET93Z,1540174383,4,96
U908LT7CNW,1540174383,4,27
D1L6Y4UWB7,1540174382,4,39
L74L3988H1,1540174381,4,33
N0BOUUOZBA,1540174383,4,23
47T1UUQRYQ,1540174381,4,33
609H9A8L4H,1540174380,4,95
704R1T9IB7,1540174382,4,28
25DIKBGJKT,1540174383,4,45
UK6D4RQ85F,1540174381,4,40
PIZY3BTWRV,1540174381,4,24
8J7L74C9N0,1540174380,4,33
77CK62NV0Y,1540174384,4,21
8N66IZ5J4I,1540174381,4,19
Y3R23R949S,1540174380,4,30
8BMJ9WQ779,1540174381,4,22
Y59XCOTAI1,1540174381,4,30
68V95C7Y4J,1540174380,4,23
78M8Y1O005,1540174380,4,33
9I60985J72,1540174382,4,29
VWV7992WO4,1540174382,4,22
RN4G9TQ244,1540174382,4,39
7W1TR8KTCU,1540174380,4,15
K3V20TCXR5,1540174380,4,28
5WYZMN8HZ5,1540174383,4,21
68F3EC0578,1540174381,4,28
EYDN928H0F,1540174384,4,33
40O3PU5OUC,1540174381,4,18
RECE9K21F5,1540174684,4,26
Y0N0YOQ887,1540174681,4,45
S5PIBIH17G,1540174681,4,34
Q12O4W7G2T,1540174684,4,34
12BVT60R9X,1540174683,4,33
A4QJUH2060,1540174680,4,29
V2FDN456R9,1540174681,4,23
7B55ZP4AMH,1540174682,4,26
TXJE6WDKRU,1540174680,4,31
43Q2S9ZTNH,1540174681,4,41
3P3EEC963F,1540174683,4,34
1HTB15BF7S,1540174681,4,37
H78H8ET93Z,1540174682,4,31
U908LT7CNW,1540174682,4,97
D1L6Y4UWB7,1540174680,4,29
L74L3988H1,1540174683,4,38
N0BOUUOZBA,1540174680,4,28
47T1UUQRYQ,1540174684,4,14
609H9A8L4H,1540174680,4,19
704R1T9IB7,1540174682,4,29
25DIKBGJKT,1540174681,4,27
UK6D4RQ85F,1540174680,4,99
PIZY3BTWRV,1540174681,4,29
8J7L74C9N0,1540174682,4,99
77CK62NV0Y,1540174680,4,24
8N66IZ5J4I,1540174681,4,18
Y3R23R949S,1540174681,4,24
8BMJ9WQ779,1540174684,4,35
Y59XCOTAI1,1540174681,4,25
68V95C7Y4J,1540174680,4,26
78M8Y1O005,1540174681,4,26
9I60985J72,1540174682,4,26
VWV7992WO4,1540174682,4,35
RN4G9TQ244,1540174682,4,28
7W1TR8KTCU,1540174682,4,34
K3V20TCXR5,1540174682,4,44
5WYZMN8HZ5,1540174680,4,38
68F3EC0578,1540174684,4,51
EYDN928H0F,1540174683,4,32
40O3PU5OUC,1540174680,4,27
RECE9K21F5,1540174980,4,32
Y0N0YOQ887,1540174984,4,19
S5PIBIH17G,1540174982,4,35
Q12O4W7G2T,1540174983,4,23
12BVT60R9X,1540174982,4,35
A4QJUH2060,1540174981,4,36
V2FDN456R9,1540174980,4,29
7B55ZP4AMH,1540174984,4,98
TXJE6WDKRU,1540174983,4,26
43Q2S9ZTNH,1540174984,4,16
3P3EEC963F,1540174983,4,16
1HTB15BF7S,1540174984,4,29
H78H8ET93Z,1540174983,4,25
U908LT7CNW,1540174982,4,36
D1L6Y4UWB7,1540174983,4,33
L74L3988H1,1540174980,4,42
N0BOUUOZBA,1540174980,4,20
47T1UUQRYQ,1540174981,4,19
609H9A8L4H,1540174980,4,24
704R1T9IB7,1540174984,4,21
25DIKBGJKT,1540174981,4,26
UK6D4RQ85F,1540174984,4,37
PIZY3BTWRV,1540174983,4,28
8J7L74C9N0,1540174984,4,31
77CK62NV0Y,1540174983,4,29
8N66IZ5J4I,1540174984,4,24
Y3R23R949S,1540174984,4,14
8BMJ9WQ779,1540174980,4,29
Y59XCOTAI1,1540174980,4,25
68V95C7Y4J,1540174983,4,32
78M8Y1O005,1540174982,4,37
9I60985J72,1540174983,4,40
VWV7992WO4,1540174982,4,25
RN4G9TQ244,1540174984,4,45
7W1TR8KTCU,1540174983,4,26
K3V20TCXR5,1540174981,4,95
5WYZMN8HZ5,1540174980,4,31
68F3EC0578,1540174983,4,35
EYDN928H0F,1540174982,4,22
40O3PU5OUC,1540174982,4,27
RECE9K21F5,1540175281,4,28
Y0N0YOQ887,1540175280,4,33
S5PIBIH17G,1540175284,4,19
Q12O4W7G2T,1540175282,4,35
12BVT60R9X,1540175280,4,27
A4QJUH2060,1540175282,4,23
V2FDN456R9,1540175280,4,32
7B55ZP4AMH,1540175281,4,36
TXJE6WDKRU,1540175284,4,26
43Q2S9ZTNH,1540175280,4,25
3P3EEC963F,1540175280,4,19
1HTB15BF7S,1540175284,4,36
H78H8ET93Z,1540175281,4,27
U908LT7CNW,1540175284,4,15
D1L6Y4UWB7,1540175284,4,39
L74L3988H1,1540175281,4,37
N0BOUUOZBA,1540175283,4,37
47T1UUQRYQ,1540175284,4,24
609H9A8L4H,1540175284,4,28
704R1T9IB7,1540175281,4,12
25DIKBGJKT,1540175280,4,35
UK6D4RQ85F,1540175284,4,36
PIZY3BTWRV,1540175282,4,26
8J7L74C9N0,1540175284,4,29
77CK62NV0Y,1540175283,4,37
8N66IZ5J4I,1540175282,4,38
Y3R23R949S,1540175280,4,31
8BMJ9WQ779,1540175284,4,21
Y59XCOTAI1,1540175281,4,35
68V95C7Y4J,1540175284,4,31
78M8Y1O005,1540175282,4,32
9I60985J72,1540175283,4,94
VWV7992WO4,1540175282,4,37
RN4G9TQ244,1540175280,4,51
7W1TR8KTCU,1540175280,4,39
K3V20TCXR5,1540175284,4,13
5WYZMN8HZ5,1540175284,4,45
68F3EC0578,1540175281,4,96
EYDN928H0F,1540175283,4,33
40O3PU5OUC,1540175280,4,25
RECE9K21F5,1540175582,4,31
Y0N0YOQ887,1540175583,4,32
S5PIBIH17G,1540175582,4,31
Q12O4W7G2T,1540175580,4,39
12BVT60R9X,1540175583,4,37
A4QJUH2060,1540175580,4,34
V2FDN456R9,1540175581,4,26
7B55ZP4AMH,1540175582,4,32
TXJE6WDKRU,1540175583,4,100
43Q2S9ZTNH,1540175580,4,34
3P3EEC963F,1540175583,4,22
1HTB15BF7S,1540175580,4,23
H78H8ET93Z,1540175584,4,24
U908LT7CNW,1540175582,4,29
D1L6Y4UWB7,1540175583,4,24
L74L3988H1,1540175581,4,14
N0BOUUOZBA,1540175581,4,34
47T1UUQRYQ,1540175581,4,33
609H9A8L4H,1540175583,4,28
704R1T9IB7,1540175582,4,36
25DIKBGJKT,1540175581,4,40
UK6D4RQ85F,1540175580,4,32
PIZY3BTWRV,1540175581,4,37
8J7L74C9N0,1540175583,4,23
77CK62NV0Y,1540175583,4,49
8N66IZ5J4I,1540175581,4,25
Y3R23R949S,1540175581,4,28
8BMJ9WQ779,1540175583,4,94
Y59XCOTAI1,1540175580,4,23
68V95C7Y4J,1540175583,4,34
78M8Y1O005,1540175581,4,26
9I60985J72,1540175583,4,33
VWV7992WO4,1540175583,4,30
RN4G9TQ244,1540175582,4,34
7W1TR8KTCU,1540175582,4,22
K3V20TCXR5,1540175581,4,24
5WYZMN8HZ5,1540175581,4,38
68F3EC0578,1540175583,4,28
EYDN928H0F,1540175582,4,32
40O3PU5OUC,1540175582,4,32
RECE9K21F5,1540175884,4,22
Y0N0YOQ887,1540175880,4,12
S5PIBIH17G,1540175881,4,30
Q12O4W7G2T,1540175880,4,18
12BVT60R9X,1540175882,4,18
A4QJUH2060,1540175882,4,40
V2FDN456R9,1540175884,4,31
7B55ZP4AMH,1540175884,4,31
TXJE6WDKRU,1540175881,4,21
43Q2S9ZTNH,1540175882,4,33
3P3EEC963F,1540175880,4,25
1HTB15BF7S,1540175882,4,29
H78H8ET93Z,1540175882,4,16
U908LT7CNW,1540175882,4,12
D1L6Y4UWB7,1540175883,4,17
L74L3988H1,1540175884,4,31
N0BOUUOZBA,1540175880,4,28
47T1UUQRYQ,1540175882,4,36
609H9A8L4H,1540175880,4,39
704R1T9IB7,1540175881,4,48
25DIKBGJKT,1540175880,4,35
UK6D4RQ85F,1540175883,4,29
PIZY3BTWRV,1540175880,4,34
8J7L74C9N0,1540175884,4,23
77CK62NV0Y,1540175882,4,36
8N66IZ5J4I,1540175882,4,30
Y3R23R949S,1540175882,4,33
8BMJ9WQ779,1540175881,4,35
Y59XCOTAI1,1540175883,4,36
68V95C7Y4J,1540175882,4,41
78M8Y1O005,1540175882,4,33
9I60985J72,1540175883,4,33
VWV7992WO4,1540175883,4,41
RN4G9TQ244,1540175881,4,27
7W1TR8KTCU,1540175880,4,96
K3V20TCXR5,1540175884,4,40
5WYZMN8HZ5,1540175881,4,26
68F3EC0578,1540175880,4,17
EYDN928H0F,1540175880,4,31
40O3PU5OUC,1540175884,4,15
RECE9K21F5,1540176181,4,16
Y0N0YOQ887,1540176184,4,32
S5PIBIH17G,1540176183,4,42
Q12O4W7G2T,1540176184,4,33
12BVT60R9X,1540176181,4,25
A4QJUH2060,1540176184,4,20
V2FDN456R9,1540176183,4,28
7B55ZP4AMH,1540176181,4,99
TXJE6WDKRU,1540176182,4,27
43Q2S9ZTNH,1540176180,4,38
3P3EEC963F,1540176181,4,30
1HTB15BF7S,1540176181,4,32
H78H8ET93Z,1540176184,4,27
U908LT7CNW,1540176183,4,100
D1L6Y4UWB7,1540176184,4,27
L74L3988H1,1540176183,4,99
N0BOUUOZBA,1540176181,4,27
47T1UUQRYQ,1540176181,4,14
609H9A8L4H,1540176181,4,22
704R1T9IB7,1540176180,4,35
25DIKBGJKT,1540176182,4,23
UK6D4RQ85F,1540176184,4,32
PIZY3BTWRV,1540176184,4,25
8J7L74C9N0,1540176184,4,40
77CK62NV0Y,1540176181,4,27
8N66IZ5J4I,1540176180,4,17
Y3R23R949S,1540176183,4,96
8BMJ9WQ779,1540176180,4,25
Y59XCOTAI1,1540176184,4,37
68V95C7Y4J,1540176184,4,33
78M8Y1O005,1540176181,4,42
9I60985J72,1540176184,4,26
VWV7992WO4,1540176183,4,32
RN4G9TQ244,1540176184,4,20
7W1TR8KTCU,1540176183,4,100
K3V20TCXR5,1540176180,4,24
5WYZMN8HZ5,1540176182,4,32
68F3EC0578,1540176180,4,24
EYDN928H0F,1540176182,4,34
40O3PU5OUC,1540176183,4,39
RECE9K21F5,1540176483,4,37
Y0N0YOQ887,1540176484,4,25
S5PIBIH17G,1540176480,4,30
Q12O4W7G2T,1540176481,4,29
12BVT60R9X,1540176480,4,31
A4QJUH2060,1540176483,4,48
V2FDN456R9,1540176483,4,31
7B55ZP4AMH,1540176480,4,39
TXJE6WDKRU,1540176482,4,20
43Q2S9ZTNH,1540176484,4,31
3P3EEC963F,1540176480,4,27
1HTB15BF7S,1540176480,4,31
H78H8ET93Z,1540176482,4,29
U908LT7CNW,1540176480,4,35
D1L6Y4UWB7,1540176484,4,9
L74L3988H1,1540176482,4,100
N0BOUUOZBA,1540176480,4,33
47T1UUQRYQ,1540176483,4,47
609H9A8L4H,1540176483,4,33
704R1T9IB7,1540176482,4,24
25DIKBGJKT,1540176484,4,23
UK6D4RQ85F,1540176482,4,22
PIZY3BTWRV,1540176481,4,41
8J7L74C9N0,1540176484,4,15
77CK62NV0Y,1540176480,4,28
8N66IZ5J4I,1540176484,4,23
Y3R23R949S,1540176483,4,97
8BMJ9WQ779,1540176484,4,48
Y59XCOTAI1,1540176482,4,32
68V95C7Y4J,1540176483,4,33
78M8Y1O005,1540176481,4,36
9I60985J72,1540176483,4,21
VWV7992WO4,1540176480,4,94
RN4G9TQ244,1540176481,4,22
7W1TR8KTCU,1540176480,4,30
K3V20TCXR5,1540176484,4,25
5WYZMN8HZ5,1540176482,4,35
68F3EC0578,1540176483,4,35
EYDN928H0F,1540176483,4,25
40O3PU5OUC,1540176480,4,25
RECE9K21F5,1540176784,4,24
Y0N0YOQ887,1540176784,4,27
S5PIBIH17G,1540176781,4,31
Q12O4W7G2T,1540176783,4,38
12BVT60R9X,1540176782,4,32
A4QJUH2060,1540176782,4,15
V2FDN456R9,1540176784,4,17
7B55ZP4AMH,1540176781,4,37
TXJE6WDKRU,1540176784,4,29
43Q2S9ZTNH,1540176784,4,35
3P3EEC963F,1540176783,4,34
1HTB15BF7S,1540176783,4,29
H78H8ET93Z,1540176780,4,28
U908LT7CNW,1540176780,4,95
D1L6Y4UWB7,1540176783,4,31
L74L3988H1,1540176781,4,22
N0BOUUOZBA,1540176783,4,30
47T1UUQRYQ,1540176782,4,23
609H9A8L4H,1540176783,4,33
704R1T9IB7,1540176784,4,44
25DIKBGJKT,1540176781,4,24
UK6D4RQ85F,1540176780,4,95
PIZY3BTWRV,1540176784,4,21
8J7L74C9N0,1540176782,4,45
77CK62NV0Y,1540176783,4,97
8N66IZ5J4I,1540176780,4,25
Y3R23R949S,1540176783,4,27
8BMJ9WQ779,1540176781,4,31
Y59XCOTAI1,1540176781,4,22
68V95C7Y4J,1540176780,4,27
78M8Y1O005,1540176782,4,25
9I60985J72,1540176782,4,32
VWV7992WO4,1540176783,4,45
RN4G9TQ244,1540176783,4,28
7W1TR8KTCU,1540176782,4,25
K3V20TCXR5,1540176783,4,28
5WYZMN8HZ5,1540176782,4,29
68F3EC0578,1540176782,4,16
EYDN928H0F,1540176783,4,39
40O3PU5OUC,1540176784,4,30
RECE9K21F5,1540177082,4,23
Y0N0YOQ887,1540177082,4,42
S5PIBIH17G,1540177082,4,29
Q12O4W7G2T,1540177084,4,94
12BVT60R9X,1540177081,4,17
A4QJUH2060,1540177082,4,32
V2FDN456R9,1540177084,4,30
7B55ZP4AMH,1540177083,4,17
TXJE6WDKRU,1540177083,4,33
43Q2S9ZTNH,1540177082,4,29
3P3EEC963F,1540177082,4,26
1HTB15BF7S,1540177083,4,96
H78H8ET93Z,1540177081,4,98
U908LT7CNW,1540177082,4,30
D1L6Y4UWB7,1540177080,4,100
L74L3988H1,1540177080,4,34
N0BOUUOZBA,1540177082,4,40
47T1UUQRYQ,1540177084,4,38
609H9A8L4H,1540177080,4,39
704R1T9IB7,1540177082,4,29
25DIKBGJKT,1540177082,4,33
UK6D4RQ85F,1540177081,4,30
PIZY3BTWRV,1540177084,4,31
8J7L74C9N0,1540177084,4,98
77CK62NV0Y,1540177082,4,94
8N66IZ5J4I,1540177081,4,23
Y3R23R949S,1540177082,4,13
8BMJ9WQ779,1540177082,4,30
Y59XCOTAI1,1540177082,4,31
68V95C7Y4J,1540177084,4,41
78M8Y1O005,1540177082,4,32
9I60985J72,1540177081,4,42
VWV7992WO4,1540177082,4,39
RN4G9TQ244,1540177080,4,20
7W1TR8KTCU,1540177083,4,30
K3V20TCXR5,1540177081,4,39
5WYZMN8HZ5,1540177081,4,43
68F3EC0578,1540177082,4,33
EYDN928H0F,1540177080,4,30
40O3PU5OUC,1540177082,4,29
RECE9K21F5,1540177384,4,42
Y0N0YOQ887,1540177381,4,25
S5PIBIH17G,1540177384,4,29
Q12O4W7G2T,1540177384,4,28
12BVT60R9X,1540177382,4,39
A4QJUH2060,1540177383,4,32
V2FDN456R9,1540177383,4,95
7B55ZP4AMH,1540177381,4,29
TXJE6WDKRU,1540177382,4,20
43Q2S9ZTNH,1540177382,4,23
3P3EEC963F,1540177383,4,33
1HTB15BF7S,1540177382,4,29
H78H8ET93Z,1540177381,4,24
U908LT7CNW,1540177383,4,19
D1L6Y4UWB7,1540177380,4,17
L74L3988H1,1540177384,4,15
N0BOUUOZBA,1540177382,4,94
47T1UUQRYQ,1540177382,4,27
609H9A8L4H,1540177383,4,38
704R1T9IB7,1540177384,4,19
25DIKBGJKT,1540177383,4,34
UK6D4RQ85F,1540177381,4,27
PIZY3BTWRV,1540177383,4,15
8J7L74C9N0,1540177382,4,35
77CK62NV0Y,1540177384,4,99
8N66IZ5J4I,1540177380,4,28
Y3R23R949S,1540177381,4,21
8BMJ9WQ779,1540177380,4,24
Y59XCOTAI1,1540177382,4,23
68V95C7Y4J,1540177383,4,33
78M8Y1O005,1540177380,4,98
9I60985J72,1540177381,4,38
VWV7992WO4,1540177384,4,37
RN4G9TQ244,1540177382,4,99
7W1TR8KTCU,1540177380,4,96
K3V20TCXR5,1540177382,4,33
5WYZMN8HZ5,1540177382,4,30
68F3EC0578,1540177382,4,23
EYDN928H0F,1540177384,4,100
40O3PU5OUC,1540177382,4,25
RECE9K21F5,1540177682,4,35
Y0N0YOQ887,1540177683,4,98
S5PIBIH17G,1540177680,4,22
Q12O4W7G2T,1540177682,4,38
12BVT60R9X,1540177684,4,28
A4QJUH2060,1540177683,4,40
V2FDN456R9,1540177680,4,34
7B55ZP4AMH,1540177683,4,33
TXJE6WDKRU,1540177680,4,25
43Q2S9ZTNH,1540177684,4,13
3P3EEC963F,1540177681,4,41
1HTB15BF7S,1540177683,4,28
H78H8ET93Z,1540177680,4,39
U908LT7CNW,1540177684,4,36
D1L6Y4UWB7,1540177683,4,18
L74L3988H1,1540177684,4,35
N0BOUUOZBA,1540177683,4,24
47T1UUQRYQ,1540177680,4,31
609H9A8L4H,1540177680,4,24
704R1T9IB7,1540177680,4,27
25DIKBGJKT,1540177680,4,94
UK6D4RQ85F,1540177682,4,35
PIZY3BTWRV,1540177683,4,29
8J7L74C9N0,1540177680,4,30
77CK62NV0Y,1540177681,4,22
8N66IZ5J4I,1540177680,4,20
Y3R23R949S,1540177681,4,40
8BMJ9WQ779,1540177684,4,28
Y59XCOTAI1,1540177684,4,31
68V95C7Y4J,1540177684,4,29
78M8Y1O005,1540177681,4,32
9I60985J72,1540177684,4,22
VWV7992WO4,1540177683,4,29
RN4G9TQ244,1540177682,4,28
7W1TR8KTCU,1540177684,4,28
K3V20TCXR5,1540177684,4,33
5WYZMN8HZ5,1540177681,4,22
68F3EC0578,1540177682,4,25
EYDN928H0F,1540177681,4,32
40O3PU5OUC,1540177684,4,40
RECE9K21F5,1540177983,4,20
Y0N0YOQ887,1540177980,4,19
S5PIBIH17G,1540177982,4,32
Q12O4W7G2T,1540177981,4,41
12BVT60R9X,1540177981,4,35
A4QJUH2060,1540177983,4,42
V2FDN456R9,1540177980,4,94
7B55ZP4AMH,1540177982,4,31
TXJE6WDKRU,1540177980,4,99
43Q2S9ZTNH,1540177984,4,30
3P3EEC963F,1540177981,4,99
1HTB15BF7S,1540177984,4,31
H78H8ET93Z,1540177980,4,41
U908LT7CNW,1540177982,4,32
D1L6Y4UWB7,1540177982,4,37
L74L3988H1,1540177980,4,43
N0BOUUOZBA,1540177984,4,26
47T1UUQRYQ,1540177981,4,29
609H9A8L4H,1540177981,4,24
704R1T9IB7,1540177984,4,13
25DIKBGJKT,1540177983,4,29
UK6D4RQ85F,1540177982,4,42
PIZY3BTWRV,1540177983,4,28
8J7L74C9N0,1540177984,4,32
77CK62NV0Y,1540177983,4,15
8N66IZ5J4I,1540177982,4,30
Y3R23R949S,1540177980,4,34
8BMJ9WQ779,1540177980,4,36
Y59XCOTAI1,1540177980,4,35
68V95C7Y4J,1540177983,4,38
78M8Y1O005,1540177983,4,25
9I60985J72,1540177984,4,28
VWV7992WO4,1540177981,4,25
RN4G9TQ244,1540177984,4,19
7W1TR8KTCU,1540177983,4,29
K3V20TCXR5,1540177983,4,21
5WYZMN8HZ5,1540177983,4,23
68F3EC0578,1540177984,4,27
EYDN928H0F,1540177981,4,34
40O3PU5OUC,1540177981,4,97
RECE9K21F5,1540178280,4,22
Y0N0YOQ887,1540178280,4,32
S5PIBIH17G,1540178282,4,29
Q12O4W7G2T,1540178283,4,38
12BVT60R9X,1540178283,4,37
A4QJUH2060,1540178280,4,22
V2FDN456R9,1540178283,4,32
7B55ZP4AMH,1540178282,4,26
TXJE6WDKRU,1540178283,4,36
43Q2S9ZTNH,1540178282,4,27
3P3EEC963F,1540178280,4,38
1HTB15BF7S,1540178282,4,22
H78H8ET93Z,1540178282,4,17
U908LT7CNW,1540178280,4,33
D1L6Y4UWB7,1540178283,4,31
L74L3988H1,1540178280,4,21
N0BOUUOZBA,1540178281,4,19
47T1UUQRYQ,1540178280,4,40
609H9A8L4H,1540178283,4,12
704R1T9IB7,1540178280,4,26
25DIKBGJKT,1540178282,4,36
UK6D4RQ85F,1540178283,4,28
PIZY3BTWRV,1540178281,4,25
8J7L74C9N0,1540178284,4,35
77CK62NV0Y,1540178282,4,30
8N66IZ5J4I,1540178282,4,100
Y3R23R949S,1540178283,4,47
8BMJ9WQ779,1540178284,4,31
Y59XCOTAI1,1540178282,4,32
68V95C7Y4J,1540178280,4,13
78M8Y1O005,1540178284,4,43
9I60985J72,1540178282,4,97
VWV7992WO4,1540178281,4,26
RN4G9TQ244,1540178280,4,22
7W1TR8KTCU,1540178284,4,21
K3V20TCXR5,1540178280,4,30
5WYZMN8HZ5,1540178283,4,29
68F3EC0578,1540178282,4,29
EYDN928H0F,1540178284,4,44
40O3PU5OUC,1540178283,4,95
RECE9K21F5,1540178581,4,51
Y0N0YOQ887,1540178582,4,35
S5PIBIH17G,1540178583,4,16
Q12O4W7G2T,1540178583,4,28
12BVT60R9X,1540178584,4,25
A4QJUH2060,1540178580,4,35
V2FDN456R9,1540178583,4,24
7B55ZP4AMH,1540178584,4,22
TXJE6WDKRU,1540178580,4,32
43Q2S9ZTNH,1540178581,4,96
3P3EEC963F,1540178580,4,94
1HTB15BF7S,1540178582,4,42
H78H8ET93Z,1540178583,4,32
U908LT7CNW,1540178580,4,26
D1L6Y4UWB7,1540178580,4,23
L74L3988H1,1540178581,4,37
N0BOUUOZBA,1540178582,4,29
47T1UUQRYQ,1540178584,4,12
609H9A8L4H,1540178582,4,41
704R1T9IB7,1540178584,4,26
25DIKBGJKT,1540178580,4,21
UK6D4RQ85F,1540178584,4,38
PIZY3BTWRV,1540178583,4,95
8J7L74C9N0,1540178581,4,34
77CK62NV0Y,1540178580,4,20
8N66IZ5J4I,1540178582,4,24
Y3R23R949S,1540178583,4,40
8BMJ9WQ779,1540178581,4,97
Y59XCOTAI1,1540178583,4,41
68V95C7Y4J,1540178580,4,34
78M8Y1O005,1540178584,4,25
9I60985J72,1540178583,4,30
VWV7992WO4,1540178582,4,25
RN4G9TQ244,1540178583,4,33
7W1TR8KTCU,1540178583,4,22
K3V20TCXR5,1540178584,4,98
5WYZMN8HZ5,1540178581,4,31
68F3EC0578,1540178582,4,27
EYDN928H0F,1540178582,4,37
40O3PU5OUC,1540178583,4,34
RECE9K21F5,1540178882,4,24
Y0N0YOQ887,1540178883,4,31
S5PIBIH17G,1540178882,4,25
Q12O4W7G2T,1540178881,4,25
12BVT60R9X,1540178882,4,27
A4QJUH2060,1540178880,4,21
V2FDN456R9,1540178881,4,15
7B55ZP4AMH,1540178881,4,35
TXJE6WDKRU,1540178880,4,21
43Q2S9ZTNH,1540178884,4,31
3P3EEC963F,1540178880,4,30
1HTB15BF7S,1540178884,4,16
H78H8ET93Z,1540178880,4,20
U908LT7CNW,1540178883,4,24
D1L6Y4UWB7,1540178880,4,31
L74L3988H1,1540178884,4,97
N0BOUUOZBA,1540178883,4,20
47T1UUQRYQ,1540178884,4,16
609H9A8L4H,1540178880,4,99
704R1T9IB7,1540178881,4,30
25DIKBGJKT,1540178881,4,47
UK6D4RQ85F,1540178884,4,30
PIZY3BTWRV,1540178882,4,100
8J7L74C9N0,1540178880,4,98
77CK62NV0Y,1540178881,4,31
8N66IZ5J4I,1540178882,4,96
Y3R23R949S,1540178884,4,29
8BMJ9WQ779,1540178883,4,33
Y59XCOTAI1,1540178884,4,44
68V95C7Y4J,1540178884,4,20
78M8Y1O005,1540178884,4,33
9I60985J72,1540178883,4,26
VWV7992WO4,1540178882,4,34
RN4G9TQ244,1540178884,4,28
7W1TR8KTCU,1540178881,4,35
K3V20TCXR5,1540178880,4,35
5WYZMN8HZ5,1540178880,4,42
68F3EC0578,1540178884,4,28
EYDN928H0F,1540178880,4,100
40O3PU5OUC,1540178881,4,33
RECE9K21F5,1540179180,4,27
Y0N0YOQ887,1540179182,4,95
S5PIBIH17G,1540179183,4,36
Q12O4W7G2T,1540179183,4,44
12BVT60R9X,1540179181,4,22
A4QJUH2060,1540179184,4,30
V2FDN456R9,1540179180,4,23
7B55ZP4AMH,1540179184,4,32
TXJE6WDKRU,1540179181,4,36
43Q2S9ZTNH,1540179180,4,27
3P3EEC963F,1540179183,4,39
1HTB15BF7S,1540179184,4,26
H78H8ET93Z,1540179182,4,32
U908LT7CNW,1540179182,4,32
D1L6Y4UWB7,1540179180,4,37
L74L3988H1,1540179180,4,44
N0BOUUOZBA,1540179184,4,23
47T1UUQRYQ,1540179184,4,30
609H9A8L4H,1540179181,4,31
704R1T9IB7,1540179183,4,25
25DIKBGJKT,1540179184,4,30
